,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,500100000.0,494800000.0,417900000.0,570000000.0
Minority Interest,752800000.0,765900000.0,690300000.0,702200000.0
Net Income,355600000.0,348200000.0,287800000.0,398100000.0
Selling General Administrative,95000000.0,103200000.0,71600000.0,101300000.0
Gross Profit,687700000.0,674600000.0,590300000.0,626900000.0
Ebit,541600000.0,517900000.0,465400000.0,471800000.0
Operating Income,541600000.0,517900000.0,465400000.0,471800000.0
Other Operating Expenses,,,,
Interest Expense,-50700000.0,-80300000.0,-53800000.0,-19100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,120000000.0,123200000.0,111900000.0,141500000.0
Total Revenue,3435000000.0,3571600000.0,3426900000.0,3757000000.0
Total Operating Expenses,2893400000.0,3053700000.0,2961500000.0,3285200000.0
Cost Of Revenue,2747300000.0,2897000000.0,2836600000.0,3130100000.0
Total Other Income Expense Net,-41500000.0,-23100000.0,-47500000.0,98200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,380100000.0,371600000.0,306000000.0,428500000.0
Net Income Applicable To Common Shares,355600000.0,348200000.0,287800000.0,398100000.0
