,2021-07-02,2021-04-02,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,227500000.0,227500000.0,242000000.0,242000000.0
Minority Interest,225000000.0,225000000.0,225000000.0,225000000.0
Net Income,122000000.0,122000000.0,186000000.0,186000000.0
Selling General Administrative,779000000.0,779000000.0,761500000.0,761500000.0
Gross Profit,1063500000.0,1063500000.0,1064000000.0,1064000000.0
Ebit,284500000.0,284500000.0,302500000.0,302500000.0
Operating Income,284500000.0,284500000.0,302500000.0,302500000.0
Other Operating Expenses,,,,
Interest Expense,-37500000.0,-37500000.0,-30000000.0,-30000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,104500000.0,104500000.0,56000000.0,56000000.0
Total Revenue,2959000000.0,2959000000.0,2884500000.0,2884500000.0
Total Operating Expenses,2674500000.0,2674500000.0,2582000000.0,2582000000.0
Cost Of Revenue,1895500000.0,1895500000.0,1820500000.0,1820500000.0
Total Other Income Expense Net,-57000000.0,-57000000.0,-60500000.0,-60500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,123000000.0,123000000.0,186000000.0,186000000.0
Net Income Applicable To Common Shares,122000000.0,122000000.0,186000000.0,186000000.0
