,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,197200000.0,197200000.0,-104600000.0,-104600000.0
Minority Interest,311400000.0,311400000.0,318100000.0,318100000.0
Net Income,126350000.0,126350000.0,-167000000.0,-167000000.0
Selling General Administrative,226400000.0,226400000.0,532400000.0,532400000.0
Gross Profit,468200000.0,468200000.0,618450000.0,618450000.0
Ebit,241800000.0,241800000.0,86050000.0,86050000.0
Operating Income,241800000.0,241800000.0,86050000.0,86050000.0
Other Operating Expenses,,,,
Interest Expense,-73600000.0,-73600000.0,-75750000.0,-75750000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,53550000.0,53550000.0,52650000.0,52650000.0
Total Revenue,3066250000.0,3066250000.0,3210050000.0,3210050000.0
Total Operating Expenses,2824450000.0,2824450000.0,3124000000.0,3124000000.0
Cost Of Revenue,2598050000.0,2598050000.0,2591600000.0,2591600000.0
Total Other Income Expense Net,-44600000.0,-44600000.0,-190650000.0,-190650000.0
Discontinued Operations,,,6650000.0,6650000.0
Net Income From Continuing Ops,143650000.0,143650000.0,-157250000.0,-157250000.0
Net Income Applicable To Common Shares,126350000.0,126350000.0,-167000000.0,-167000000.0
