,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,16366304500.0,16366304500.0,6818567000.0,6818567000.0
Minority Interest,84380223000.0,84380223000.0,80988029000.0,80988029000.0
Net Income,6831706000.0,6831706000.0,3169306500.0,3169306500.0
Selling General Administrative,3857391000.0,3857391000.0,2306695500.0,2306695500.0
Gross Profit,19141765500.0,19141765500.0,7873495000.0,7873495000.0
Ebit,15284374500.0,15284374500.0,5566799500.0,5566799500.0
Operating Income,15284374500.0,15284374500.0,5566799500.0,5566799500.0
Other Operating Expenses,,,,
Interest Expense,-209542500.0,-209542500.0,-206412500.0,-206412500.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,6328575500.0,6328575500.0,2436140000.0,2436140000.0
Total Revenue,66702978000.0,66702978000.0,25570670000.0,25570670000.0
Total Operating Expenses,51418603500.0,51418603500.0,20003870500.0,20003870500.0
Cost Of Revenue,47561212500.0,47561212500.0,17697175000.0,17697175000.0
Total Other Income Expense Net,1081930000.0,1081930000.0,1251767500.0,1251767500.0
Discontinued Operations,,,,
Net Income From Continuing Ops,10037729000.0,10037729000.0,4382427000.0,4382427000.0
Net Income Applicable To Common Shares,6831706000.0,6831706000.0,3169306500.0,3169306500.0
