,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,107000000.0,102000000.0,100000000.0,92000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,593000000.0,499000000.0,345000000.0,572000000.0
Minority Interest,169000000.0,130000000.0,126000000.0,114000000.0
Net Income,431000000.0,378000000.0,272000000.0,442000000.0
Selling General Administrative,955000000.0,891000000.0,916000000.0,836000000.0
Gross Profit,1730000000.0,1649000000.0,1651000000.0,1659000000.0
Ebit,531000000.0,513000000.0,414000000.0,578000000.0
Operating Income,531000000.0,513000000.0,414000000.0,578000000.0
Other Operating Expenses,,14000000.0,96000000.0,21000000.0
Interest Expense,-31000000.0,-30000000.0,-31000000.0,-34000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,160000000.0,114000000.0,67000000.0,124000000.0
Total Revenue,4359000000.0,3881000000.0,3757000000.0,3685000000.0
Total Operating Expenses,3828000000.0,3368000000.0,3343000000.0,3107000000.0
Cost Of Revenue,2629000000.0,2232000000.0,2106000000.0,2026000000.0
Total Other Income Expense Net,62000000.0,-14000000.0,-69000000.0,-6000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,433000000.0,385000000.0,278000000.0,448000000.0
Net Income Applicable To Common Shares,431000000.0,378000000.0,272000000.0,442000000.0
