,2021-10-01,2021-07-02,2021-04-02,2021-01-01
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,170380000.0,283394000.0,-112281000.0,354111000.0
Minority Interest,692518000.0,634886000.0,622272000.0,43877000.0
Net Income,43145000.0,165794000.0,11045000.0,257048000.0
Selling General Administrative,563489000.0,564711000.0,520750000.0,386419000.0
Gross Profit,917159000.0,816935000.0,767013000.0,632060000.0
Ebit,353670000.0,252224000.0,246263000.0,245641000.0
Operating Income,353670000.0,252224000.0,246263000.0,245641000.0
Other Operating Expenses,,,,
Interest Expense,-19926000.0,-20011000.0,-15464000.0,-17313000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,99344000.0,109186000.0,-20772000.0,87023000.0
Total Revenue,3586488000.0,3576436000.0,3547873000.0,3381836000.0
Total Operating Expenses,3232818000.0,3324212000.0,3301610000.0,3136195000.0
Cost Of Revenue,2669329000.0,2759501000.0,2780860000.0,2749776000.0
Total Other Income Expense Net,-183290000.0,31170000.0,-358544000.0,108470000.0
Discontinued Operations,-103458000.0,768000.0,11320000.0,-14000.0
Net Income From Continuing Ops,71036000.0,174208000.0,-91509000.0,267088000.0
Net Income Applicable To Common Shares,43145000.0,108487000.0,11045000.0,257048000.0
