,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1131000000.0,891000000.0,1616000000.0,986000000.0
Minority Interest,,,,
Net Income,934000000.0,733000000.0,1310000000.0,827000000.0
Selling General Administrative,1174000000.0,1163000000.0,1142000000.0,1109000000.0
Gross Profit,2388000000.0,2136000000.0,2841000000.0,2182000000.0
Ebit,1214000000.0,973000000.0,1699000000.0,1073000000.0
Operating Income,1214000000.0,973000000.0,1699000000.0,1073000000.0
Other Operating Expenses,,,,
Interest Expense,-83000000.0,-82000000.0,-83000000.0,-87000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,197000000.0,158000000.0,306000000.0,159000000.0
Total Revenue,8687000000.0,8313000000.0,8397000000.0,8275000000.0
Total Operating Expenses,7473000000.0,7340000000.0,6698000000.0,7202000000.0
Cost Of Revenue,6299000000.0,6177000000.0,5556000000.0,6093000000.0
Total Other Income Expense Net,-83000000.0,-82000000.0,-83000000.0,-87000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,934000000.0,733000000.0,1310000000.0,827000000.0
Net Income Applicable To Common Shares,927000000.0,728000000.0,1300000000.0,821000000.0
