,2021-10-30,2021-07-31,2021-05-01,2021-01-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,276900000.0,369200000.0,486900000.0,647400000.0
Minority Interest,,,,
Net Income,216800000.0,282400000.0,374500000.0,502800000.0
Selling General Administrative,1446700000.0,1461800000.0,1447100000.0,1394200000.0
Gross Profit,1768800000.0,1864000000.0,1967000000.0,2160400000.0
Ebit,322100000.0,402200000.0,519900000.0,718100000.0
Operating Income,322100000.0,402200000.0,519900000.0,718100000.0
Other Operating Expenses,,,,
Interest Expense,-33400000.0,-33000000.0,-33000000.0,-34200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,60100000.0,86800000.0,112400000.0,144600000.0
Total Revenue,6417700000.0,6343200000.0,6479700000.0,6767900000.0
Total Operating Expenses,6095600000.0,5941000000.0,5959800000.0,6049800000.0
Cost Of Revenue,4648900000.0,4479200000.0,4512700000.0,4607500000.0
Total Other Income Expense Net,-45200000.0,-33000000.0,-33000000.0,-70700000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,216800000.0,282400000.0,374500000.0,502800000.0
Net Income Applicable To Common Shares,216800000.0,282400000.0,374500000.0,502800000.0
