,2021-10-31,2021-07-31,2021-04-30,2021-01-31
Research Development,82256000.0,72396000.0,64751000.0,55911000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-79044000.0,-75595000.0,-65368000.0,-73692000.0
Minority Interest,,,,
Net Income,-81293000.0,-77133000.0,-63992000.0,-75801000.0
Selling General Administrative,152941000.0,138180000.0,123815000.0,123496000.0
Gross Profit,158429000.0,138045000.0,127120000.0,120014000.0
Ebit,-76768000.0,-72531000.0,-61446000.0,-59393000.0
Operating Income,-76768000.0,-72531000.0,-61446000.0,-59393000.0
Other Operating Expenses,,,,
Interest Expense,-2597000.0,-2556000.0,-3658000.0,-14269000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2249000.0,1538000.0,-1376000.0,2109000.0
Total Revenue,226893000.0,198747000.0,181648000.0,170999000.0
Total Operating Expenses,303661000.0,271278000.0,243094000.0,230392000.0
Cost Of Revenue,68464000.0,60702000.0,54528000.0,50985000.0
Total Other Income Expense Net,-2276000.0,-3064000.0,-3922000.0,-14299000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-81293000.0,-77133000.0,-63992000.0,-75801000.0
Net Income Applicable To Common Shares,-81293000.0,-77133000.0,-63992000.0,-75801000.0
