,2021-07-03,2021-04-03,2021-01-02,2020-09-26
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,532200000.0,606300000.0,535100000.0,473600000.0
Minority Interest,2000000.0,3000000.0,6800000.0,6400000.0
Net Income,459500000.0,487400000.0,467300000.0,394900000.0
Selling General Administrative,878900000.0,827400000.0,835300000.0,695300000.0
Gross Profit,1545700000.0,1569500000.0,1568300000.0,1383300000.0
Ebit,621100000.0,749200000.0,753100000.0,614300000.0
Operating Income,621100000.0,749200000.0,753100000.0,614300000.0
Other Operating Expenses,46600000.0,-12600000.0,-23900000.0,66100000.0
Interest Expense,-46500000.0,-47500000.0,-53400000.0,-52700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,73700000.0,119500000.0,67400000.0,78400000.0
Total Revenue,4300900000.0,4197100000.0,4407600000.0,3850200000.0
Total Operating Expenses,3679800000.0,3447900000.0,3654500000.0,3235900000.0
Cost Of Revenue,2755200000.0,2627600000.0,2839300000.0,2466900000.0
Total Other Income Expense Net,-88900000.0,-142900000.0,-218000000.0,-140700000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,458500000.0,486800000.0,467700000.0,395200000.0
Net Income Applicable To Common Shares,454700000.0,478000000.0,458000000.0,385500000.0
