,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3292000000.0,872000000.0,2065000000.0,2170000000.0
Minority Interest,1630000000.0,1548000000.0,1455000000.0,1398000000.0
Net Income,2598000000.0,774000000.0,1784000000.0,1672000000.0
Selling General Administrative,1892000000.0,2032000000.0,1968000000.0,1853000000.0
Gross Profit,5980000000.0,3414000000.0,4697000000.0,-1463000000.0
Ebit,3551000000.0,1122000000.0,2330000000.0,2451000000.0
Operating Income,3551000000.0,1122000000.0,2330000000.0,2451000000.0
Other Operating Expenses,537000000.0,260000000.0,399000000.0,-5767000000.0
Interest Expense,-259000000.0,-250000000.0,-265000000.0,-281000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,610000000.0,7000000.0,224000000.0,381000000.0
Total Revenue,25283000000.0,-2077000000.0,17383000000.0,12981000000.0
Total Operating Expenses,21732000000.0,-3199000000.0,15053000000.0,10530000000.0
Cost Of Revenue,19303000000.0,-5491000000.0,12686000000.0,14444000000.0
Total Other Income Expense Net,-259000000.0,-250000000.0,-265000000.0,-281000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2682000000.0,865000000.0,1841000000.0,1789000000.0
Net Income Applicable To Common Shares,2582000000.0,740000000.0,1737000000.0,2026000000.0
