,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1620071000.0,125130000.0,-430636000.0,-562872000.0
Minority Interest,4951787000.0,5034465000.0,4996700000.0,4741724000.0
Net Income,1350433000.0,104753000.0,-331829000.0,-447605000.0
Selling General Administrative,735389000.0,687079000.0,624444000.0,618495000.0
Gross Profit,1315358000.0,1122310000.0,719960000.0,582876000.0
Ebit,299019000.0,151516000.0,-195040000.0,-334349000.0
Operating Income,299019000.0,151516000.0,-195040000.0,-334349000.0
Other Operating Expenses,,,,
Interest Expense,-200049000.0,-208772000.0,-160295000.0,-185679000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,282135000.0,34826000.0,-94698000.0,-106904000.0
Total Revenue,2622968000.0,2192829000.0,1589686000.0,1395287000.0
Total Operating Expenses,2323949000.0,2041313000.0,1784726000.0,1729636000.0
Cost Of Revenue,1307610000.0,1070519000.0,869726000.0,812411000.0
Total Other Income Expense Net,1321052000.0,-26386000.0,-235596000.0,-228523000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1337936000.0,90304000.0,-335938000.0,-455968000.0
Net Income Applicable To Common Shares,1342853000.0,67742000.0,-341257000.0,-454113000.0
