,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-149000000.0,509000000.0,-380000000.0,646000000.0
Minority Interest,106000000.0,105000000.0,85000000.0,102000000.0
Net Income,-137000000.0,378000000.0,-248000000.0,703000000.0
Selling General Administrative,577000000.0,553000000.0,435000000.0,555000000.0
Gross Profit,994000000.0,1199000000.0,204000000.0,-643000000.0
Ebit,72000000.0,629000000.0,-575000000.0,-125000000.0
Operating Income,72000000.0,629000000.0,-575000000.0,-125000000.0
Other Operating Expenses,-26000000.0,-350000000.0,-17000000.0,-105000000.0
Interest Expense,-101000000.0,-102000000.0,-110000000.0,-118000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-13000000.0,132000000.0,-122000000.0,-67000000.0
Total Revenue,3523000000.0,3587000000.0,2327000000.0,3072000000.0
Total Operating Expenses,3451000000.0,2958000000.0,2902000000.0,3197000000.0
Cost Of Revenue,2529000000.0,2388000000.0,2123000000.0,3715000000.0
Total Other Income Expense Net,-221000000.0,-120000000.0,195000000.0,771000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-136000000.0,377000000.0,-258000000.0,713000000.0
Net Income Applicable To Common Shares,-137000000.0,378000000.0,-248000000.0,703000000.0
