,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,352000000.0,354000000.0,343000000.0,339000000.0
Total Liab,13542000000.0,13462000000.0,13743000000.0,13980000000.0
Total Stockholder Equity,-7893000000.0,-7912000000.0,-7891000000.0,-7919000000.0
Other Current Liab,16000000.0,24000000.0,425000000.0,9000000.0
Total Assets,5649000000.0,5550000000.0,5852000000.0,6061000000.0
Other Current Assets,255000000.0,225000000.0,266000000.0,242000000.0
Retained Earnings,-7569000000.0,-7566000000.0,-7480000000.0,-7490000000.0
Other Liab,817000000.0,846000000.0,846000000.0,1641000000.0
Good Will,597000000.0,597000000.0,597000000.0,590000000.0
Treasury Stock,-324000000.0,-346000000.0,-411000000.0,-452000000.0
Other Assets,1125000000.0,1088000000.0,1092000000.0,1012000000.0
Cash,552000000.0,561000000.0,730000000.0,1110000000.0
Total Current Liabilities,1558000000.0,1479000000.0,1675000000.0,1553000000.0
Deferred Long Term Asset Charges,567000000.0,514000000.0,553000000.0,512000000.0
Short Long Term Debt,415000000.0,418000000.0,474000000.0,465000000.0
Other Stockholder Equity,-324000000.0,-346000000.0,-411000000.0,-452000000.0
Property Plant Equipment,2058000000.0,2055000000.0,2086000000.0,2050000000.0
Total Current Assets,1514000000.0,1454000000.0,1689000000.0,2030000000.0
Long Term Investments,3000000.0,2000000.0,45000000.0,40000000.0
Net Tangible Assets,-8842000000.0,-8863000000.0,-8831000000.0,-8848000000.0
Net Receivables,525000000.0,508000000.0,569000000.0,522000000.0
Long Term Debt,10304000000.0,10263000000.0,10334000000.0,10715000000.0
Accounts Payable,1100000000.0,1026000000.0,215000000.0,1079000000.0
Common Stock,,,,23000000.0
