,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,407000000.0,409000000.0,352000000.0,316000000.0
Minority Interest,,,,
Net Income,391000000.0,326000000.0,332000000.0,283000000.0
Selling General Administrative,231000000.0,209000000.0,331000000.0,228000000.0
Gross Profit,786000000.0,728000000.0,823000000.0,723000000.0
Ebit,560000000.0,532000000.0,496000000.0,502000000.0
Operating Income,560000000.0,532000000.0,496000000.0,502000000.0
Other Operating Expenses,-5000000.0,-13000000.0,-4000000.0,-7000000.0
Interest Expense,-125000000.0,-119000000.0,-147000000.0,-161000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,16000000.0,83000000.0,20000000.0,33000000.0
Total Revenue,1602000000.0,1486000000.0,1743000000.0,1448000000.0
Total Operating Expenses,1042000000.0,954000000.0,1247000000.0,946000000.0
Cost Of Revenue,816000000.0,758000000.0,920000000.0,725000000.0
Total Other Income Expense Net,-153000000.0,-123000000.0,-144000000.0,-186000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,391000000.0,326000000.0,332000000.0,283000000.0
Net Income Applicable To Common Shares,391000000.0,326000000.0,332000000.0,283000000.0
