,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,13100000.0,13800000.0,12200000.0,12900000.0
Effect Of Accounting Charges,,,,
Income Before Tax,187600000.0,219600000.0,179900000.0,118800000.0
Minority Interest,,,,
Net Income,175600000.0,187300000.0,151200000.0,98400000.0
Selling General Administrative,90700000.0,91300000.0,79200000.0,75300000.0
Gross Profit,288200000.0,315100000.0,271900000.0,211100000.0
Ebit,183700000.0,210200000.0,178300000.0,121000000.0
Operating Income,183700000.0,210200000.0,178300000.0,121000000.0
Other Operating Expenses,700000.0,-200000.0,2200000.0,1900000.0
Interest Expense,-1800000.0,-1900000.0,-1900000.0,-2100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,12000000.0,32300000.0,28700000.0,20400000.0
Total Revenue,706500000.0,723600000.0,670700000.0,580200000.0
Total Operating Expenses,522800000.0,513400000.0,492400000.0,459200000.0
Cost Of Revenue,418300000.0,408500000.0,398800000.0,369100000.0
Total Other Income Expense Net,3900000.0,9400000.0,1600000.0,-2200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,175600000.0,187300000.0,151200000.0,98400000.0
Net Income Applicable To Common Shares,175600000.0,187300000.0,151200000.0,98400000.0
