,2021-08-29,2021-05-30,2021-02-28,2020-11-29
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,807100000.0,506800000.0,765800000.0,885300000.0
Minority Interest,877500000.0,907700000.0,893600000.0,890300000.0
Net Income,627000000.0,416800000.0,595700000.0,688400000.0
Selling General Administrative,727800000.0,789700000.0,682900000.0,771200000.0
Gross Profit,1597600000.0,1583500000.0,1554600000.0,1721600000.0
Ebit,869800000.0,793800000.0,871700000.0,950400000.0
Operating Income,869800000.0,793800000.0,871700000.0,950400000.0
Other Operating Expenses,,,,
Interest Expense,-95900000.0,-110000000.0,-106000000.0,-100600000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,168900000.0,106900000.0,162000000.0,189400000.0
Total Revenue,4539900000.0,4523600000.0,4520000000.0,4719400000.0
Total Operating Expenses,3670100000.0,3729800000.0,3648300000.0,3769000000.0
Cost Of Revenue,2942300000.0,2940100000.0,2965400000.0,2997800000.0
Total Other Income Expense Net,-62700000.0,-287000000.0,-105900000.0,-65100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,638200000.0,399900000.0,603800000.0,695900000.0
Net Income Applicable To Common Shares,627000000.0,416800000.0,595700000.0,688400000.0
