,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,148000000.0,156000000.0,216000000.0,199000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,715000000.0,573000000.0,156000000.0,20000000.0
Minority Interest,587000000.0,517000000.0,566000000.0,559000000.0
Net Income,478000000.0,5394000000.0,222000000.0,-79000000.0
Selling General Administrative,446000000.0,444000000.0,529000000.0,519000000.0
Gross Profit,1480000000.0,1464000000.0,1731000000.0,1704000000.0
Ebit,719000000.0,697000000.0,458000000.0,456000000.0
Operating Income,719000000.0,697000000.0,458000000.0,456000000.0
Other Operating Expenses,,,,
Interest Expense,-129000000.0,-146000000.0,-194000000.0,-197000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,151000000.0,32000000.0,-123000000.0,92000000.0
Total Revenue,4135000000.0,3976000000.0,5252000000.0,5096000000.0
Total Operating Expenses,3416000000.0,3279000000.0,4794000000.0,4640000000.0
Cost Of Revenue,2655000000.0,2512000000.0,3521000000.0,3392000000.0
Total Other Income Expense Net,-4000000.0,-124000000.0,-302000000.0,-436000000.0
Discontinued Operations,-77000000.0,4857000000.0,-49000000.0,-49000000.0
Net Income From Continuing Ops,564000000.0,541000000.0,279000000.0,-72000000.0
Net Income Applicable To Common Shares,478000000.0,5394000000.0,222000000.0,-79000000.0
