,2021-07-31,2021-04-30,2021-01-31,2020-10-31
Research Development,94651000.0,85416000.0,80135000.0,73362000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-25343000.0,-6372000.0,-63553000.0,-56550000.0
Minority Interest,,,,
Net Income,-25501000.0,-8354000.0,-72412000.0,-58491000.0
Selling General Administrative,322132000.0,289157000.0,274080000.0,260200000.0
Gross Profit,400185000.0,366610000.0,330772000.0,286768000.0
Ebit,-18719000.0,-10737000.0,-24897000.0,-48470000.0
Operating Income,-18719000.0,-10737000.0,-24897000.0,-48470000.0
Other Operating Expenses,2121000.0,2774000.0,1454000.0,1676000.0
Interest Expense,-1669000.0,-1672000.0,-7786000.0,-7769000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,158000.0,1982000.0,8859000.0,1941000.0
Total Revenue,511844000.0,469078000.0,430898000.0,382923000.0
Total Operating Expenses,530563000.0,479815000.0,455795000.0,431393000.0
Cost Of Revenue,111659000.0,102468000.0,100126000.0,96155000.0
Total Other Income Expense Net,-6624000.0,4365000.0,-38656000.0,-8080000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-25501000.0,-8354000.0,-72412000.0,-58491000.0
Net Income Applicable To Common Shares,-25501000.0,-8354000.0,-72412000.0,-58491000.0
